Stock Code
5250
7214
7086
5198
7131
7120
1481
5281
9148
7191
7146
6599
5139
5185
7145
7315
7078
5099
5238
2658
7609
5116
5269
5115
2674
2488
1163
2682
4952
5127
1007
5293
5120
1015
7031
5959
6351
7083
4758
6556
9342
5568
5088
7090
5194
5015
6432
7181
7007
7722
7129
0159
4057
7162
7054
6399
8176
7048
5130
7099
8885
7579
6888
5106
2305
5021
7005
7251
1899
6602
5190
3239
3395
5196
4219
6025
1562
5248
9814
5258
6173
5932
6998
5032
5069
0168
9288
7036
8133
2771
5254
6297
5100
9474
8761
9938
4162
7221
7188
5210
1818
2828
7174
7154
2852
7128
5105
5180
5257
5245
2836
7076
7035
5195
8052
8982
7209
2879
5273
7187
1929
5007
5229
5188
5797
7016
1023
7117
7202
7018
7986
5104
5071
7205
2127
7195
5136
5037
8044
8435
5738
5049
6718
8591
5094
0051
9423
2925
7157
5082
5184
7204
7179
4456
8125
3484
5276
8338
5216
0091
5141
7119
5132
7212
7277
6947
0029
7528
5908
7114
5835
5265
7169
7198
1619
7233
7148
3948
3026
7165
5178
5259
3417
2097
2143
8206
5283
0059
3557
5253
5036
7471
0064
8907
5208
7182
8877
9016
5228
0090
9091
6076
7149
5056
8613
7217
7773
5081
6815
7208
7094
5101
5205
7249
0065
2984
7047
5029
6041
7229
2755
8605
5222
6939
0149
3107
9318
5197
9172
5277
3689
7210
0128
9377
7184
5226
9261
5398
5209
0078
7197
3182
4715
2291
3204
5079
0021
1147
5220
7022
5020
7382
5649
7192
2135
7096
5592
7010
0056
0082
0136
9962
7077
5102
3247
7676
1503
7668
7253
3034
5138
2062
7501
5008
5168
5187
7105
3255
5028
5121
4324
5095
5151
3298
5072
5199
8443
5169
9601
5165
6238
5160
5819
5274
1082
3301
5291
0185
5062
7013
5000
5024
8478
4251
5084
5108
5255
9113
9687
5606
5227
5225
3336
2216
5268
7222
7243
0166
2607
9393
6262
3379
0192
5614
1961
5249
5673
5107
7183
8834
1589
5175
7043
7223
4723
8648
4383
7152
0058
5161
8931
8923
6769
3441
7167
5172
5192
8672
5247
0054
7216
3476
7199
0151
7323
6483
7161
9334
0143
6203
7062
6211
5371
5027
5171
5060
5280
9466
KLCC__PROPERTY__HOLDINGS__BERHAD__stapled__5235SS
KLCC__REAL__ESTATE__INVESTMENT__TRUST__stapled__5235SS
2453
7164
5035
6971
7017
4847
7153
0002
5878
9121
1996
5038
2445
6874
2186
6491
7033
9083
5843
7130
6572
8362
3174
1643
7006
9385
9326
8494
5789
9881
9628
8079
5232
6633
8745
7170
3573
7089
6645
4235
8486
7126
5284
8303
8621
7085
5068
5143
9199
1198
7617
7087
3859
8583
8141
5264
1155
3794
3662
3891
5014
1171
5186
6548
5916
5098
5077
3867
1651
4936
6181
1058
3514
5078
7029
5236
6012
7189
5983
7004
5182
5090
4502
3069
5129
3778
1694
5223
8192
5040
7234
5011
6149
0043
7595
5026
5286
5001
7935
5166
7219
5576
5886
3816
9571
8893
6114
2194
0113
6459
5237
5123
0041
5202
5924
5152
3883
5085
5703
3913
3905
5150
9539
0138
5087
5275
5073
9806
2038
4707
7060
7241
7215
7139
0083
5047
5066
5025
4944
5533
0049
0172
7071
7140
3018
9008
5260
7107
4006
5827
5065
5053
7225
7095
6009
7052
4081
1287
3719
8419
5125
5022
3611
9407
1724
5657
6912
5212
5041
6068
6254
5271
4464
7190
5231
9997
7160
8346
0186
7108
0047
7080
8311
5219
5133
3042
5183
5681
6033
7081
5622
1902
9598
7163
7055
5075
9695
7172
6637
7088
5080
8117
4634
7237
4065
8869
9873
5204
7168
7123
7201
8966
5070
5436
1295
8273
6807
7134
7084
7544
7498
5272
7765
9296
5256
5270
7232
9946
0037
9954
1066
5278
5113
2542
9741
7803
8567
0183
9822
5147
7943
5218
7811
4596
5170
9237
5126
5135
5252
5157
5207
7239
7247
0099
4731
7045
7158
7073
4286
5145
7053
9792
2224
9431
5213
5279
5163
7180
5517
7412
5173
6017
5181
7246
4197
5285
5288
4316
9776
2739
8532
7115
7155
7248
7132
5242
4375
5134
5665
8664
7103
6084
5006
6904
7207
1201
2569
3743
5211
5263
5176
7235
7106
6521
7186
6139
9717
7082
1538
7228
5012
4898
5158
7097
4022
7211
2259
8524
5191
4405
2429
5149
5140
4448
2054
5289
7439
7200
4863
5347
9369
7252
8702
7206
5112
9075
7034
0012
7889
7374
7079
7854
5031
8397
5239
0101
7230
7285
5010
7113
5111
7173
7176
7218
5054
0118
5401
9059
5042
5230
5167
4359
7100
1368
5148
7137
7227
4588
7091
5005
2593
2089
7133
5200
5110
7757
5292
7250
6963
5243
4995
7240
0097
7070
5162
5142
7203
5016
7226
3565
9679
0197
7231
5246
5009
7692
0008
6378
7050
7025
4243
7245
7121
5156
5267
7003
7178
5584
5048
7293
7020
7014
3158
7066
5159
4677
5109
6742
7028
2283
5131
